UniqueCount	AmbigCount
13829	0
592	0
15291	0
3673	0
3678	0
4947	0
19351	0
7765	0
8642	0
7271	0
25	0
8547	0
12266	0
6733	0
4327	0
11479	0
13128	0
6494	0
4751	0
8074	0
4301	0
8826	0
5730	0
11774	0
6826	0
1747	0
13038	0
19805	0
10696	0
17901	0
15398	0
10920	0
436	0
8750	0
8713	0
8818	0
1902	0
10064	0
9324	0
2567	0
15111	0
2908	0
14881	0
7357	0
9329	0
14807	0
18863	0
1471	0
813	0
9365	0
16372	0
4620	0
8378	0
8794	0
5802	0
10464	0
4926	0
15117	0
19208	0
6006	0
10124	0
4680	0
706	0
4532	0
3248	0
18665	0
7793	0
9825	0
3373	0
5496	0
6603	0
3955	0
3599	0
6923	0
7435	0
3716	0
4272	0
6327	0
3456	0
8770	0
22681	0
3593	0
11068	0
449	0
3380	0
7871	0
15308	0
7717	0
7380	0
12543	0
14353	0
1804	0
55140	0
1212	0
7995	0
874	0
8654	0
7177	0
8317	0
10804	0
8940	0
8297	0
1322	0
8995	0
10739	0
6170	0
23041	0
5039	0
2710	0
11037	0
4887	0
10523	0
10176	0
10901	0
11559	0
2678	0
6055	0
4230	0
2902	0
10631	0
3871	0
3727	0
11839	0
12528	0
9551	0
5162	0
12020	0
9740	0
7727	0
21400	0
5683	0
24172	0
25315	0
9268	0
9615	0
24405	0
3903	0
7295	0
991	0
3071	0
9563	0
2977	0
15935	0
7063	0
10628	0
7664	0
11113	0
14756	0
3479	0
8240	0
385	0
25656	0
4675	0
7666	0
11199	0
14354	0
1946	0
4115	0
6356	0
29014	0
12549	0
3463	0
35182	0
4490	0
9337	0
2980	0
10574	0
16226	0
1438	0
2	0
15158	0
9587	0
39170	0
17774	0
7148	0
9217	0
8297	0
32427	0
1830	0
19264	0
6201	0
3783	0
7128	0
6866	0
6355	0
5355	0
4384	0
8847	0
6215	0
7345	0
12630	0
3071	0
5959	0
4160	0
25990	0
3306	0
1417	0
4001	0
9475	0
3553	0
2018	0
2711	0
6560	0
