UniqueCount	AmbigCount
8588	0
365	0
9210	0
2539	0
2543	0
3137	0
11537	0
3676	0
4423	0
5860	0
203	0
5388	0
7369	0
3886	0
2721	0
7016	0
8283	0
3630	0
5103	0
5235	0
3335	0
6296	0
2524	0
8168	0
3093	0
1888	0
6850	0
10896	0
3442	0
7091	0
12212	0
5860	0
235	0
4127	0
6184	0
6506	0
1290	0
6922	0
6400	0
2156	0
9537	0
2129	0
7323	0
2535	0
5102	0
9620	0
10343	0
526	0
1095	0
6010	0
7842	0
2441	0
5407	0
6690	0
1823	0
6310	0
1914	0
8843	0
14359	0
2077	0
6313	0
3483	0
667	0
4072	0
1846	0
8056	0
6022	0
6160	0
2757	0
3519	0
3614	0
3160	0
2531	0
5481	0
5857	0
2679	0
4203	0
4381	0
1057	0
6862	0
13988	0
3311	0
5791	0
515	0
3149	0
6307	0
8789	0
3699	0
5538	0
8716	0
7497	0
1269	0
41309	0
1676	0
3292	0
1679	0
4559	0
4856	0
4393	0
7020	0
5654	0
5670	0
1623	0
3538	0
5654	0
3877	0
13899	0
3307	0
2238	0
3630	0
2342	0
6296	0
6713	0
4423	0
6990	0
2465	0
4467	0
2912	0
1732	0
5695	0
2807	0
3392	0
7198	0
7336	0
6361	0
3797	0
8011	0
4352	0
5821	0
13082	0
3772	0
13009	0
15435	0
4750	0
7841	0
14947	0
1216	0
4367	0
936	0
2871	0
4959	0
2579	0
9740	0
2657	0
7756	0
3814	0
8248	0
10817	0
2465	0
5801	0
112	0
15152	0
2306	0
4416	0
8169	0
7215	0
859	0
2937	0
3521	0
15671	0
7048	0
2068	0
16692	0
3349	0
6062	0
1146	0
5517	0
8169	0
698	0
0	0
8991	0
6090	0
26666	0
11250	0
3877	0
6321	0
6300	0
20174	0
1906	0
8295	0
2924	0
3184	0
4837	0
5241	0
4417	0
2556	0
4148	0
5629	0
3926	0
5133	0
6584	0
2672	0
4323	0
3420	0
11869	0
1741	0
438	0
3654	0
6741	0
2983	0
1777	0
1462	0
3824	0
67	0
1873	0
4052	0
3116	0
4298	0
2776	0
11128	0
3197	0
15430	0
160	0
5027	0
14648	0
8098	0
515	0
4278	0
2927	0
573	0
8396	0
13544	0
1542	0
7099	0
4502	0
4060	0
3727	0
2452	0
8321	0
910	0
820	0
5557	0
6537	0
2691	0
5380	0
7494	0
2704	0
8172	0
2157	0
8234	0
6178	0
396	0
5634	0
3230	0
3299	0
1887	0
1252	0
2349	0
3737	0
3278	0
4361	0
3182	0
4021	0
3595	0
6668	0
566	0
5981	0
5080	0
1267	0
858	0
7042	0
5040	0
11394	0
1570	0
7755	0
4289	0
3162	0
6540	0
13554	0
10690	0
10235	0
1930	0
1026	0
5910	0
3038	0
4777	0
8530	0
4346	0
4579	0
5485	0
4733	0
12429	0
5156	0
8704	0
2564	0
6590	0
3008	0
9314	0
2371	0
14227	0
928	0
13055	0
6509	0
3521	0
5702	0
750	0
7988	0
1199	0
5258	0
336	0
4411	0
825	0
4778	0
2919	0
9556	0
3740	0
4057	0
4168	0
4946	0
3163	0
1947	0
1411	0
7727	0
2965	0
3502	0
9562	0
1207	0
6752	0
4442	0
12962	0
2533	0
7973	0
13753	0
11597	0
2281	0
2135	0
8722	0
4719	0
6109	0
233	0
10385	0
6904	0
5182	0
7209	0
4511	0
3780	0
4731	0
12723	0
1552	0
5484	0
5024	0
858	0
1495	0
3838	0
2887	0
4154	0
6385	0
10565	0
4406	0
2319	0
1511	0
2301	0
1338	0
3413	0
2027	0
3772	0
3637	0
4452	0
3030	0
3207	0
9254	0
9916	0
3639	0
23106	0
3741	0
5641	0
2433	0
3058	0
2765	0
3834	0
3584	0
3293	0
2356	0
4536	0
1215	0
1844	0
5085	0
5308	0
2799	0
11924	0
3443	0
2063	0
4451	0
2180	0
2241	0
8986	0
4293	0
7470	0
2511	0
3354	0
7503	0
4020	0
5459	0
4608	0
1867	0
1848	0
3165	0
2695	0
4864	0
257	0
4161	0
4293	0
5481	0
7887	0
1263	0
2888	0
6429	0
6550	0
5160	0
30678	0
2594	0
7757	0
13886	0
7078	0
5572	0
10849	0
833	0
14022	0
2674	0
5854	0
3898	0
5805	0
1792	0
7522	0
1713	0
6375	0
7710	0
6153	0
7787	0
2469	0
4533	0
397	0
2058	0
945	0
21764	0
5957	0
3937	0
3733	0
4704	0
7321	0
20210	0
3709	0
5257	0
3598	0
6135	0
4107	0
6918	0
7416	0
3320	0
2542	0
2471	0
13203	0
5902	0
3177	0
1158	0
7630	0
1187	0
8732	0
1734	0
6304	0
10019	0
1373	0
11004	0
1873	0
6750	0
12630	0
4478	0
7267	0
686	0
11666	0
5606	0
2212	0
11159	0
7949	0
5532	0
4712	0
2952	0
4968	0
1152	0
48	0
6945	0
24170	0
2225	0
10863	0
3489	0
1693	0
4572	0
3862	0
9331	0
5025	0
6484	0
11967	0
4634	0
178	0
5103	0
7163	0
4332	0
1675	0
1192	0
2654	0
3210	0
13029	0
11141	0
10049	0
14883	0
12418	0
1062	0
4959	0
6551	0
10649	0
9325	0
9769	0
3996	0
2885	0
6181	0
11115	0
1919	0
17082	0
5530	0
4848	0
10296	0
13493	0
10363	0
9153	0
5661	0
8072	0
2972	0
3721	0
1254	0
6731	0
2606	0
6374	0
13999	0
2453	0
3059	0
1186	0
8071	0
2371	0
10224	0
6510	0
902	0
2875	0
7283	0
3777	0
3212	0
3573	0
6603	0
3473	0
2843	0
5351	0
10745	0
923	0
5692	0
4164	0
2630	0
2861	0
4188	0
16384	0
1814	0
270	0
3321	0
4527	0
5160	0
700	0
7818	0
1293	0
11343	0
2989	0
1128	0
2358	0
4919	0
11548	0
2848	0
9822	0
4997	0
7518	0
1106	0
7020	0
3418	0
3771	0
679	0
7035	0
2021	0
8198	0
2420	0
11340	0
8529	0
1753	0
307	0
6373	0
7494	0
2735	0
4906	0
3376	0
1643	0
16890	0
13008	0
2118	0
4716	0
3159	0
126	0
983	0
7589	0
7970	0
8242	0
3047	0
953	0
16	0
2318	0
3685	0
5304	0
169	0
3061	0
1523	0
1024	0
5822	0
4906	0
169	0
3499	0
2264	0
5827	0
4032	0
4535	0
1770	0
1906	0
2464	0
1484	0
8525	0
397	0
7683	0
10961	0
7177	0
8316	0
4119	0
5999	0
909	0
2609	0
1982	0
7610	0
6564	0
1822	0
4582	0
6192	0
9142	0
4142	0
6111	0
6972	0
13245	0
17656	0
2235	0
3114	0
11952	0
5068	0
2040	0
8270	0
8773	0
4268	0
2778	0
1010	0
13093	0
6282	0
7847	0
9071	0
4220	0
1409	0
9916	0
1492	0
3050	0
1989	0
6732	0
359	0
5104	0
2574	0
158	0
1384	0
10695	0
2754	0
6127	0
9518	0
12755	0
2875	0
2133	0
10116	0
5721	0
5250	0
25234	0
3539	0
2885	0
772	0
2557	0
9065	0
5439	0
